+----------+---------------------+----------------+-------------+----------+-----------------+
| id       | emission            | cnpj           | terminal_id | valor    | movementtype_id |
| 45398017 | 2024-07-01 11:15:26 | 06626253000151 |        1631 | 2050     |               1 |
| 45398046 | 2024-07-01 11:20:51 | 06626253000151 |        1648 | 200      |               1 |
| 45398118 | 2024-07-01 11:23:02 | 06626253000151 |        1654 | 250      |               1 |
| 45398233 | 2024-07-01 11:20:01 | 06626253000151 |        1634 | 900      |               1 |
| 45398531 | 2024-07-01 11:40:34 | 06626253000151 |        1705 | 0        |               1 |
| 45398538 | 2024-07-01 11:34:54 | 06626253000151 |        1646 | 800      |               1 |
| 45398603 | 2024-07-01 11:42:36 | 06626253000151 |        1708 | 1900     |               1 |
| 45398959 | 2024-07-01 11:53:47 | 06626253000151 |        1659 | 400      |               1 |
| 45399169 | 2024-07-01 12:05:24 | 06626253000151 |        1699 | 300      |               1 |
| 45399270 | 2024-07-01 12:05:28 | 06626253000151 |        1703 | 450      |               1 |
| 45399546 | 2024-07-01 12:09:49 | 06626253000151 |        1627 | 300      |               1 |
| 45399655 | 2024-07-01 12:19:50 | 06626253000151 |        1702 | 750      |               1 |
| 45399669 | 2024-07-01 12:20:33 | 06626253000151 |        1638 | 6900     |               1 |
| 45399672 | 2024-07-01 12:12:55 | 06626253000151 |        1646 | 300      |               1 |
| 45399706 | 2024-07-01 12:19:43 | 06626253000151 |        1719 | 750      |               1 |
| 45399835 | 2024-07-01 12:23:40 | 06626253000151 |        1711 | 250      |               1 |
| 45399892 | 2024-07-01 12:27:05 | 06626253000151 |        1636 | 1750     |               1 |
| 45399905 | 2024-07-01 12:22:04 | 06626253000151 |        1645 | 1000     |               1 |
| 45399925 | 2024-07-01 12:20:45 | 06626253000151 |        1660 | 300      |               1 |
| 45399929 | 2024-07-01 11:55:23 | 06626253000151 |        1660 | 15520.00 |               2 |
| 45399960 | 2024-07-01 12:28:55 | 06626253000151 |        1636 | 0        |               1 |
| 45399966 | 2024-07-01 12:30:39 | 06626253000151 |        1663 | 0        |               1 |
| 45400028 | 2024-07-01 12:26:25 | 06626253000151 |        1644 | 150      |               1 |
| 45400029 | 2024-07-01 12:26:59 | 06626253000151 |        1644 | 300      |               1 |
| 45400157 | 2024-07-01 12:37:08 | 06626253000151 |        1643 | 900      |               1 |
| 45400339 | 2024-07-01 12:34:22 | 06626253000151 |        1635 | 300      |               1 |
| 45400374 | 2024-07-01 12:43:16 | 06626253000151 |        1708 | 2800     |               1 |
| 45400542 | 2024-07-01 12:48:47 | 06626253000151 |        1703 | 500      |               1 |
| 45400604 | 2024-07-01 12:22:27 | 06626253000151 |        1698 | 100      |               1 |
| 45400704 | 2024-07-01 12:25:11 | 06626253000151 |        1698 | 200      |               1 |
| 45400715 | 2024-07-01 12:51:36 | 06626253000151 |        1642 | 550      |               1 |
| 45400911 | 2024-07-01 12:58:10 | 06626253000151 |        1642 | 400      |               1 |
| 45400915 | 2024-07-01 13:02:37 | 06626253000151 |        1702 | 1000     |               1 |
| 45400919 | 2024-07-01 12:58:38 | 06626253000151 |        1642 | 30600.00 |               2 |
| 45400930 | 2024-07-01 12:57:14 | 06626253000151 |        1713 | 1030     |               1 |
| 45400941 | 2024-07-01 13:02:46 | 06626253000151 |        1693 | 300      |               1 |
| 45400947 | 2024-07-01 12:58:16 | 06626253000151 |        1632 | 350      |               1 |
| 45401157 | 2024-07-01 13:07:43 | 06626253000151 |        1683 | 250      |               1 |
| 45401176 | 2024-07-01 13:05:10 | 06626253000151 |        1706 | 0        |               1 |
| 45401178 | 2024-07-01 13:05:59 | 06626253000151 |        1706 | 0        |               1 |
| 45401224 | 2024-07-01 13:05:31 | 06626253000151 |        1713 | 350      |               1 |
| 45401271 | 2024-07-01 13:08:33 | 06626253000151 |        1706 | 1200     |               1 |
| 45401305 | 2024-07-01 13:11:18 | 06626253000151 |        1703 | 200      |               1 |
| 45401316 | 2024-07-01 13:13:25 | 06626253000151 |        1662 | 100      |               1 |
| 45401508 | 2024-07-01 13:19:36 | 06626253000151 |        1699 | 400      |               1 |
| 45401582 | 2024-07-01 12:16:01 | 06626253000151 |        1639 | 1300     |               1 |
| 45401681 | 2024-07-01 12:18:39 | 06626253000151 |        1639 | 600      |               1 |
| 45401764 | 2024-07-01 13:26:16 | 06626253000151 |        1700 | 1200     |               1 |
| 45401938 | 2024-07-01 13:22:12 | 06626253000151 |        1646 | 300      |               1 |
| 45402110 | 2024-07-01 13:33:16 | 06626253000151 |        1708 | 2750     |               1 |
| 45402156 | 2024-07-01 13:36:01 | 06626253000151 |        1662 | 100      |               1 |
| 45402303 | 2024-07-01 13:40:59 | 06626253000151 |        1701 | 650      |               1 |
| 45402307 | 2024-07-01 10:44:35 | 06626253000151 |        1701 | 9700.00  |               2 |
| 45402608 | 2024-07-01 13:47:11 | 06626253000151 |        1697 | 200      |               1 |
| 45402609 | 2024-07-01 12:56:58 | 06626253000151 |        1697 | 12300.00 |               2 |
| 45402685 | 2024-07-01 13:46:00 | 06626253000151 |        1711 | 500      |               1 |
| 45402759 | 2024-07-01 13:49:31 | 06626253000151 |        1638 | 150      |               1 |
| 45403093 | 2024-07-01 13:57:01 | 06626253000151 |        1638 | 450      |               1 |
| 45403720 | 2024-07-01 13:58:08 | 06626253000151 |        1712 | 550      |               1 |
| 45403730 | 2024-07-01 14:03:58 | 06626253000151 |        1648 | 110      |               1 |
| 45403867 | 2024-07-01 13:59:47 | 06626253000151 |        1635 | 300      |               1 |
| 45403946 | 2024-07-01 14:08:29 | 06626253000151 |        1708 | 1000     |               1 |
| 45404016 | 2024-07-01 14:09:38 | 06626253000151 |        1648 | 200      |               1 |
| 45404276 | 2024-07-01 14:07:29 | 06626253000151 |        1634 | 550      |               1 |
| 45404283 | 2024-07-01 14:10:37 | 06626253000151 |        1646 | 200      |               1 |
| 45404447 | 2024-07-01 13:30:24 | 06626253000151 |        1628 | 450      |               1 |
| 45404485 | 2024-07-01 14:19:17 | 06626253000151 |        1691 | 2000     |               1 |
| 45404487 | 2024-07-01 12:18:09 | 06626253000151 |        1691 | 34950.00 |               2 |
| 45404685 | 2024-07-01 14:27:21 | 06626253000151 |        1661 | 1800     |               1 |
| 45404747 | 2024-07-01 13:48:31 | 06626253000151 |        1641 | 1750     |               1 |
| 45404850 | 2024-07-01 14:32:31 | 06626253000151 |        1700 | 800      |               1 |
| 45404885 | 2024-07-01 14:29:28 | 06626253000151 |        1659 | 450      |               1 |
| 45404890 | 2024-07-01 12:11:25 | 06626253000151 |        1659 | 18350.00 |               2 |
| 45404912 | 2024-07-01 14:28:18 | 06626253000151 |        1633 | 450      |               1 |
| 45405078 | 2024-07-01 14:32:04 | 06626253000151 |        1631 | 400      |               1 |
| 45405128 | 2024-07-01 14:10:33 | 06626253000151 |        1698 | 600      |               1 |
| 45405130 | 2024-07-01 13:01:33 | 06626253000151 |        1698 | 23600.00 |               2 |
| 45405284 | 2024-07-01 14:39:12 | 06626253000151 |        1713 | 900      |               1 |
| 45405431 | 2024-07-01 14:46:30 | 06626253000151 |        1654 | 400      |               1 |
| 45405588 | 2024-07-01 14:51:51 | 06626253000151 |        1711 | 250      |               1 |
| 45405592 | 2024-07-01 14:52:33 | 06626253000151 |        1711 | 300      |               1 |
| 45405679 | 2024-07-01 14:53:37 | 06626253000151 |        1691 | 1150     |               1 |
| 45405822 | 2024-07-01 14:51:03 | 06626253000151 |        1634 | 300      |               1 |
| 45405877 | 2024-07-01 15:00:47 | 06626253000151 |        1703 | 300      |               1 |
| 45405880 | 2024-07-01 15:01:03 | 06626253000151 |        1703 | 50       |               1 |
| 45405934 | 2024-07-01 14:13:56 | 06626253000151 |        1628 | 300      |               1 |
| 45405969 | 2024-07-01 15:01:01 | 06626253000151 |        1644 | 1000     |               1 |
| 45405971 | 2024-07-01 15:01:26 | 06626253000151 |        1644 | 200      |               1 |
| 45406154 | 2024-07-01 15:12:11 | 06626253000151 |        1648 | 550      |               1 |
| 45406175 | 2024-07-01 15:15:20 | 06626253000151 |        1663 | 0        |               1 |
| 45406203 | 2024-07-01 15:09:36 | 06626253000151 |        1645 | 450      |               1 |
| 45406290 | 2024-07-01 15:12:28 | 06626253000151 |        1632 | 500      |               1 |
| 45406305 | 2024-07-01 15:17:21 | 06626253000151 |        1662 | 350      |               1 |
| 45406306 | 2024-07-01 15:18:01 | 06626253000151 |        1661 | 300      |               1 |
| 45406310 | 2024-07-01 15:11:51 | 06626253000151 |        1661 | 19800.00 |               2 |
| 45406370 | 2024-07-01 15:18:16 | 06626253000151 |        1662 | 400      |               1 |
| 45406375 | 2024-07-01 15:10:53 | 06626253000151 |        1660 | 100      |               1 |
| 45406386 | 2024-07-01 15:19:39 | 06626253000151 |        1702 | 900      |               1 |
| 45406418 | 2024-07-01 15:20:46 | 06626253000151 |        1702 | 650      |               1 |
| 45406441 | 2024-07-01 15:18:05 | 06626253000151 |        1691 | 1550     |               1 |
| 45406546 | 2024-07-01 15:16:16 | 06626253000151 |        1695 | 550      |               1 |
| 45406578 | 2024-07-01 15:26:17 | 06626253000151 |        1702 | 10       |               1 |
| 45406586 | 2024-07-01 15:25:21 | 06626253000151 |        1705 | 450      |               1 |
| 45406676 | 2024-07-01 15:26:07 | 06626253000151 |        1706 | 200      |               1 |
| 45406754 | 2024-07-01 15:30:19 | 06626253000151 |        1711 | 300      |               1 |
| 45406791 | 2024-07-01 15:32:53 | 06626253000151 |        1683 | 250      |               1 |
| 45406909 | 2024-07-01 15:38:03 | 06626253000151 |        1683 | 0        |               1 |
| 45406970 | 2024-07-01 15:40:06 | 06626253000151 |        1683 | 300      |               1 |
| 45407032 | 2024-07-01 15:42:28 | 06626253000151 |        1683 | 400      |               1 |
| 45407103 | 2024-07-01 15:45:04 | 06626253000151 |        1683 | 500      |               1 |
| 45407172 | 2024-07-01 15:47:23 | 06626253000151 |        1683 | 200      |               1 |
| 45407253 | 2024-07-01 15:50:37 | 06626253000151 |        1683 | 250      |               1 |
| 45407259 | 2024-07-01 15:53:00 | 06626253000151 |        1643 | 1600     |               1 |
| 45407324 | 2024-07-01 15:52:38 | 06626253000151 |        1683 | 300      |               1 |
| 45407381 | 2024-07-01 15:51:42 | 06626253000151 |        1659 | 400      |               1 |
| 45407396 | 2024-07-01 15:54:51 | 06626253000151 |        1683 | 500      |               1 |
| 45407681 | 2024-07-01 15:58:55 | 06626253000151 |        1703 | 560      |               1 |
| 45407838 | 2024-07-01 16:05:48 | 06626253000151 |        1693 | 150      |               1 |
| 45407851 | 2024-07-01 16:06:17 | 06626253000151 |        1699 | 100      |               1 |
| 45407859 | 2024-07-01 15:58:11 | 06626253000151 |        1693 | 16200.00 |               2 |
| 45407884 | 2024-07-01 16:02:56 | 06626253000151 |        1642 | 1100     |               1 |
| 45407895 | 2024-07-01 16:07:53 | 06626253000151 |        1693 | 600      |               1 |
| 45407911 | 2024-07-01 16:08:36 | 06626253000151 |        1699 | 900      |               1 |
| 45407919 | 2024-07-01 16:04:15 | 06626253000151 |        1642 | 1300     |               1 |
| 45407959 | 2024-07-01 16:05:35 | 06626253000151 |        1642 | 950      |               1 |
| 45408089 | 2024-07-01 16:11:14 | 06626253000151 |        1691 | 650      |               1 |
| 45408109 | 2024-07-01 16:15:36 | 06626253000151 |        1697 | 150      |               1 |
| 45408156 | 2024-07-01 16:14:57 | 06626253000151 |        1654 | 200      |               1 |
| 45408286 | 2024-07-01 16:15:50 | 06626253000151 |        1712 | 1150     |               1 |
| 45408287 | 2024-07-01 15:36:03 | 06626253000151 |        1712 | 32700.00 |               2 |
| 45408382 | 2024-07-01 16:18:53 | 06626253000151 |        1627 | 100      |               1 |
| 45408402 | 2024-07-01 16:23:45 | 06626253000151 |        1704 | 300      |               1 |
| 45408485 | 2024-07-01 16:22:43 | 06626253000151 |        1646 | 400      |               1 |
| 45408486 | 2024-07-01 16:23:42 | 06626253000151 |        1646 | 400      |               1 |
| 45408533 | 2024-07-01 16:30:03 | 06626253000151 |        1719 | 450      |               1 |
| 45408646 | 2024-07-01 16:35:36 | 06626253000151 |        1648 | 400      |               1 |
| 45408650 | 2024-07-01 15:52:19 | 06626253000151 |        1648 | 10430.00 |               2 |
| 45408787 | 2024-07-01 16:40:59 | 06626253000151 |        1704 | 1000     |               1 |
| 45408815 | 2024-07-01 16:39:02 | 06626253000151 |        1644 | 150      |               1 |
| 45409108 | 2024-07-01 16:50:31 | 06626253000151 |        1713 | 950      |               1 |
| 45409115 | 2024-07-01 16:27:04 | 06626253000151 |        1698 | 100      |               1 |
| 45409151 | 2024-07-01 16:52:12 | 06626253000151 |        1644 | 150      |               1 |
| 45409156 | 2024-07-01 16:53:04 | 06626253000151 |        1644 | 350      |               1 |
| 45409160 | 2024-07-01 16:28:27 | 06626253000151 |        1698 | 750      |               1 |
| 45409212 | 2024-07-01 16:58:00 | 06626253000151 |        1705 | 1850     |               1 |
| 45409221 | 2024-07-01 16:56:37 | 06626253000151 |        1704 | 900      |               1 |
| 45409231 | 2024-07-01 16:57:50 | 06626253000151 |        1708 | 500      |               1 |
| 45409331 | 2024-07-01 16:58:25 | 06626253000151 |        1713 | 850      |               1 |
| 45409334 | 2024-07-01 16:55:40 | 06626253000151 |        1713 | 39770.00 |               2 |
| 45409370 | 2024-07-01 17:01:09 | 06626253000151 |        1704 | 720      |               1 |
| 45409400 | 2024-07-01 16:56:26 | 06626253000151 |        1635 | 900      |               1 |
| 45409405 | 2024-07-01 17:06:17 | 06626253000151 |        1699 | 300      |               1 |
| 45409423 | 2024-07-01 17:04:53 | 06626253000151 |        1683 | 0        |               1 |
| 45409424 | 2024-07-01 17:05:40 | 06626253000151 |        1683 | 500      |               1 |
| 45409477 | 2024-07-01 17:06:38 | 06626253000151 |        1683 | 500      |               1 |
| 45409478 | 2024-07-01 17:07:22 | 06626253000151 |        1683 | 250      |               1 |
| 45409521 | 2024-07-01 17:03:21 | 06626253000151 |        1712 | 150      |               1 |
| 45409524 | 2024-07-01 17:03:58 | 06626253000151 |        1712 | 250      |               1 |
| 45409561 | 2024-07-01 17:04:45 | 06626253000151 |        1712 | 500      |               1 |
| 45409562 | 2024-07-01 17:11:35 | 06626253000151 |        1697 | 150      |               1 |
| 45409612 | 2024-07-01 17:11:17 | 06626253000151 |        1719 | 100      |               1 |
| 45409821 | 2024-07-01 17:18:28 | 06626253000151 |        1654 | 400      |               1 |
| 45410026 | 2024-07-01 16:22:24 | 06626253000151 |        1639 | 1000     |               1 |
| 45410034 | 2024-07-01 17:25:57 | 06626253000151 |        1708 | 250      |               1 |
| 45410069 | 2024-07-01 16:23:38 | 06626253000151 |        1639 | 500      |               1 |
| 45410098 | 2024-07-01 17:29:15 | 06626253000151 |        1662 | 200      |               1 |
| 45410121 | 2024-07-01 17:28:38 | 06626253000151 |        1708 | 650      |               1 |
| 45410124 | 2024-07-01 17:24:16 | 06626253000151 |        1631 | 300      |               1 |
| 45410303 | 2024-07-01 17:34:40 | 06626253000151 |        1711 | 300      |               1 |
| 45410352 | 2024-07-01 17:36:25 | 06626253000151 |        1648 | 1100     |               1 |
| 45410573 | 2024-07-01 17:40:42 | 06626253000151 |        1633 | 950      |               1 |
| 45410578 | 2024-07-01 17:40:02 | 06626253000151 |        1712 | 500      |               1 |
| 45410607 | 2024-07-01 17:41:28 | 06626253000151 |        1627 | 100      |               1 |
| 45410617 | 2024-07-01 17:38:31 | 06626253000151 |        1634 | 300      |               1 |
| 45410645 | 2024-07-01 17:49:53 | 06626253000151 |        1702 | 650      |               1 |
| 45410646 | 2024-07-01 17:50:23 | 06626253000151 |        1702 | 100      |               1 |
| 45410851 | 2024-07-01 17:54:53 | 06626253000151 |        1708 | 950      |               1 |
| 45410897 | 2024-07-01 17:58:32 | 06626253000151 |        1700 | 500      |               1 |
| 45411066 | 2024-07-01 17:22:26 | 06626253000151 |        1641 | 1600     |               1 |
| 45411069 | 2024-07-01 17:57:39 | 06626253000151 |        1645 | 400      |               1 |
| 45411132 | 2024-07-01 17:59:44 | 06626253000151 |        1645 | 300      |               1 |
| 45411191 | 2024-07-01 18:08:16 | 06626253000151 |        1638 | 450      |               1 |
| 45411364 | 2024-07-01 18:11:32 | 06626253000151 |        1654 | 700      |               1 |
| 45411500 | 2024-07-01 18:16:36 | 06626253000151 |        1654 | 20       |               1 |
| 45411590 | 2024-07-01 18:12:56 | 06626253000151 |        1635 | 300      |               1 |
| 45411679 | 2024-07-01 18:18:44 | 06626253000151 |        1646 | 300      |               1 |
| 45411683 | 2024-07-01 18:19:25 | 06626253000151 |        1646 | 300      |               1 |
| 45411684 | 2024-07-01 16:45:07 | 06626253000151 |        1646 | 32400.00 |               2 |
| 45411738 | 2024-07-01 18:21:56 | 06626253000151 |        1659 | 800      |               1 |
| 45411757 | 2024-07-01 18:20:14 | 06626253000151 |        1646 | 300      |               1 |
| 45411854 | 2024-07-01 18:22:20 | 06626253000151 |        1660 | 300      |               1 |
| 45411865 | 2024-07-01 17:25:40 | 06626253000151 |        1639 | 500      |               1 |
| 45411871 | 2024-07-01 18:29:43 | 06626253000151 |        1705 | 850      |               1 |
| 45411896 | 2024-07-01 18:30:02 | 06626253000151 |        1711 | 400      |               1 |
| 45411897 | 2024-07-01 18:32:33 | 06626253000151 |        1693 | 400      |               1 |
| 45411908 | 2024-07-01 17:26:58 | 06626253000151 |        1639 | 1100     |               1 |
| 45411922 | 2024-07-01 18:30:42 | 06626253000151 |        1708 | 1300     |               1 |
| 45411955 | 2024-07-01 18:32:09 | 06626253000151 |        1705 | 600      |               1 |
| 45412055 | 2024-07-01 18:34:34 | 06626253000151 |        1708 | 1000     |               1 |
| 45412158 | 2024-07-01 18:34:10 | 06626253000151 |        1644 | 950      |               1 |
| 45412237 | 2024-07-01 18:35:42 | 06626253000151 |        1631 | 350      |               1 |
| 45412260 | 2024-07-01 18:40:39 | 06626253000151 |        1654 | 500      |               1 |
| 45412272 | 2024-07-01 18:37:53 | 06626253000151 |        1644 | 150      |               1 |
| 45412274 | 2024-07-01 18:38:34 | 06626253000151 |        1644 | 350      |               1 |
| 45412315 | 2024-07-01 18:39:44 | 06626253000151 |        1713 | 200      |               1 |
| 45412318 | 2024-07-01 18:15:12 | 06626253000151 |        1698 | 800      |               1 |
| 45412474 | 2024-07-01 18:47:44 | 06626253000151 |        1711 | 31569.00 |               2 |
| 45412572 | 2024-07-01 18:43:08 | 06626253000151 |        1635 | 400      |               1 |
| 45412654 | 2024-07-01 18:51:54 | 06626253000151 |        1654 | 300      |               1 |
| 45412752 | 2024-07-01 18:54:47 | 06626253000151 |        1711 | 400      |               1 |
| 45412761 | 2024-07-01 18:58:32 | 06626253000151 |        1638 | 200      |               1 |
| 45412809 | 2024-07-01 18:58:47 | 06626253000151 |        1711 | 100      |               1 |
| 45412828 | 2024-07-01 19:00:23 | 06626253000151 |        1700 | 1100     |               1 |
| 45412870 | 2024-07-01 19:00:22 | 06626253000151 |        1683 | 500      |               1 |
| 45412985 | 2024-07-01 18:14:57 | 06626253000151 |        1628 | 550      |               1 |
| 45413086 | 2024-07-01 19:02:56 | 06626253000151 |        1633 | 950      |               1 |
| 45413087 | 2024-07-01 19:08:56 | 06626253000151 |        1697 | 100      |               1 |
| 45413119 | 2024-07-01 19:10:05 | 06626253000151 |        1697 | 300      |               1 |
| 45413130 | 2024-07-01 19:03:31 | 06626253000151 |        1712 | 300      |               1 |
| 45413271 | 2024-07-01 19:12:26 | 06626253000151 |        1708 | 3250     |               1 |
| 45413274 | 2024-07-01 19:14:25 | 06626253000151 |        1708 | 1300     |               1 |
| 45413281 | 2024-07-01 19:13:51 | 06626253000151 |        1711 | 6450     |               1 |
| 45413306 | 2024-07-01 19:14:19 | 06626253000151 |        1683 | 1750     |               1 |
| 45413332 | 2024-07-01 19:17:02 | 06626253000151 |        1697 | 1000     |               1 |
| 45413397 | 2024-07-01 19:17:47 | 06626253000151 |        1711 | 900      |               1 |
| 45413405 | 2024-07-01 16:02:37 | 06626253000151 |        1703 | 250      |               1 |
| 45413418 | 2024-07-01 19:14:17 | 06626253000151 |        1713 | 400      |               1 |
| 45413472 | 2024-07-01 19:21:16 | 06626253000151 |        1638 | 200      |               1 |
| 45413496 | 2024-07-01 19:21:07 | 06626253000151 |        1661 | 700      |               1 |
| 45413541 | 2024-07-01 19:18:30 | 06626253000151 |        1642 | 650      |               1 |
| 45413562 | 2024-07-01 19:22:59 | 06626253000151 |        1661 | 350      |               1 |
| 45413581 | 2024-07-01 19:17:49 | 06626253000151 |        1645 | 400      |               1 |
| 45413616 | 2024-07-01 19:20:08 | 06626253000151 |        1632 | 100      |               1 |
| 45413746 | 2024-07-01 19:25:06 | 06626253000151 |        1642 | 1600     |               1 |
| 45413883 | 2024-07-01 19:32:03 | 06626253000151 |        1683 | 100      |               1 |
| 45413884 | 2024-07-01 19:34:27 | 06626253000151 |        1701 | 1150     |               1 |
| 45413903 | 2024-07-01 18:53:04 | 06626253000151 |        1641 | 850      |               1 |
| 45414072 | 2024-07-01 19:37:51 | 06626253000151 |        1711 | 500      |               1 |
| 45414105 | 2024-07-01 19:33:39 | 06626253000151 |        1646 | 300      |               1 |
| 45414106 | 2024-07-01 19:34:03 | 06626253000151 |        1646 | 300      |               1 |
| 45414170 | 2024-07-01 19:12:19 | 06626253000151 |        1698 | 400      |               1 |
| 45414179 | 2024-07-01 19:35:46 | 06626253000151 |        1712 | 300      |               1 |
| 45414359 | 2024-07-01 19:46:16 | 06626253000151 |        1705 | 1150     |               1 |
| 45414414 | 2024-07-01 19:43:59 | 06626253000151 |        1713 | 150      |               1 |
| 45414525 | 2024-07-01 19:46:17 | 06626253000151 |        1646 | 300      |               1 |
| 45414531 | 2024-07-01 19:47:00 | 06626253000151 |        1646 | 300      |               1 |
| 45414627 | 2024-07-01 19:53:58 | 06626253000151 |        1704 | 300      |               1 |
| 45414630 | 2024-07-01 18:12:33 | 06626253000151 |        1704 | 19890.00 |               2 |
| 45414697 | 2024-07-01 19:55:26 | 06626253000151 |        1704 | 800      |               1 |
| 45414706 | 2024-07-01 19:54:54 | 06626253000151 |        1706 | 400      |               1 |
| 45414710 | 2024-07-01 18:53:13 | 06626253000151 |        1706 | 27240.00 |               2 |
| 45414940 | 2024-07-01 20:03:36 | 06626253000151 |        1705 | 300      |               1 |
| 45414962 | 2024-07-01 19:58:50 | 06626253000151 |        1627 | 100      |               1 |
| 45415089 | 2024-07-01 20:03:14 | 06626253000151 |        1627 | 200      |               1 |
| 45415105 | 2024-07-01 20:08:17 | 06626253000151 |        1708 | 1350     |               1 |
| 45415364 | 2024-07-01 20:11:56 | 06626253000151 |        1712 | 800      |               1 |
| 45415602 | 2024-07-01 20:23:42 | 06626253000151 |        1708 | 1700     |               1 |
| 45415605 | 2024-07-01 20:24:18 | 06626253000151 |        1708 | 200      |               1 |
| 45415886 | 2024-07-01 20:31:50 | 06626253000151 |        1691 | 450      |               1 |
| 45416103 | 2024-07-01 20:40:31 | 06626253000151 |        1711 | 1200     |               1 |
| 45416257 | 2024-07-01 20:40:07 | 06626253000151 |        1633 | 100      |               1 |
| 45416494 | 2024-07-01 20:42:13 | 06626253000151 |        1634 | 1000     |               1 |
| 45416658 | 2024-07-01 20:56:26 | 06626253000151 |        1702 | 1800     |               1 |
| 45416660 | 2024-07-01 20:57:01 | 06626253000151 |        1702 | 50       |               1 |
| 45416676 | 2024-07-01 20:57:17 | 06626253000151 |        1638 | 250      |               1 |
| 45416711 | 2024-07-01 20:57:42 | 06626253000151 |        1702 | 150      |               1 |
| 45416731 | 2024-07-01 20:52:01 | 06626253000151 |        1646 | 300      |               1 |
| 45416959 | 2024-07-01 21:01:01 | 06626253000151 |        1691 | 2350     |               1 |
| 45416968 | 2024-07-01 20:57:39 | 06626253000151 |        1627 | 100      |               1 |
| 45416979 | 2024-07-01 21:02:00 | 06626253000151 |        1654 | 250      |               1 |
